,0,1
720,4,내등급으로 이 대학을 갈수없데.
721,4,오늘도 전화 한 통이 없네.
722,5,자식들이 결혼을 하더니 변했어. 내가 먼저 연락하지 않으면 연락을 하지 않아.
723,1,결혼을 해야할지 혼란스러워.
724,5,연애는 하고 싶지만 결혼은 하고 싶지 않아. 하지만 어느 순간 주변에서는 끝없이 결혼을 강요해.
725,0,우리 아이가 건강하게 태어나서 참 다행이야.
726,3,재정적으로 고립된 기분이야.
727,1,아무도 모르게 괴롭힘 받는 현실이 괴롭고 스트레스 받아.
728,0,난 매력적이지.
729,0,오늘 성적표가 나왔는데 점수가 높아서 너무 만족스러워.
730,4,이제 은퇴하는데 모아놓은 돈이 거의 없어서 힘들다.
731,1,나는 학교폭력에 너무 취약해.
732,0,이제 오십인데 건강검진에서 온갖 성인병에 다 걸렸어.
733,5,나보다 좋은 곳에서 많은 연봉을 받는 친구들을 보면 자존감이 떨어져.
734,1,친한 친구와 돈 때문에 싸우게 됐는데 이제 다시는 보지 못할 것 같아서 불안해.
735,4,다친 곳이 회복이 덜 되었다고 며칠 더 입원하라는데 병원비 걱정에 오늘 일찍 퇴원했어.
736,1,부모님이 자꾸 싸우시네.
737,2,부모님의 기대는 끝이 없어
738,5,나 지금 가족관계로 고민이 있어.
739,2,회사에서 해고 당했어.
740,2,치매 초기라 나는 아직 멀쩡한데 자식들이 나를 요양원에 보내려고 해서 슬퍼.
741,3,빨리 취업해야 부모님 짐을 덜어드릴 수 있을텐데. 부모님께 너무 죄송해.
742,0,나 어제 가족들이랑 외식하러 갔다. 너무 좋았어.
743,3,오늘은 출근길이 왜 이렀게 힘들지
744,0,이제 인간관계에 느긋해지기로 했어.
745,0,이 나이 먹다보니 몸과 마음이 따로 움직일때가 많아.
746,4,아 돈도 없고 힘든데 건강까지.
747,5,내가 일만 하는 기계 같아서 지치고 구역질이 날 지경이야.
748,0,그 친구가 좋아하는 브랜드의 시계야. 마음에 들어할 거야.
749,0,남편이 드디어 승진하게 되어서 정말 기뻐!
750,0,오늘 내 생일인데 회사에서 케이크까지 사서 축하파티를 해줬어.
751,5,왜 나는 시력이 안 좋아서 어렸을 때부터 고생을 했을까?
752,0,이제 다시 건강해져서 다행이야.
753,5,아프고 성가신 구내염 대처법 없을까?
754,4,사람들은 나랑 애인이 애인 사이라고 생각도 못 하는 것 같아. 사회적으로 이해는 하지만 상처야.
755,1,인사팀 담당 임원이 기만적인 행위를 해서 황당해. 인사 처우에서 큰 손해를 봤네.
756,1,임신했는데 하혈을 하고 있어.
757,4,비 오는 날에도 폐지를 줍다가 폐결핵에 재발했어.
758,1,점점 회사 퇴직 시기는 다가오니까 집사람이 나를 짜증 나게 해.
759,1,장사가 너무 안돼 가계 생활비 감당하기도 어려워 너무 힘들어.
760,2,연애하는 사람들 보면 한심해 보여. 혼자서 할 수 있는 일이 얼마나 많은데.
761,2,딸 성적 보고 머리가 마비될 뻔 했어.
762,2,사랑하던 사람이 사고를 당했어.
763,1,나는 가난을 잘 극복할 수 있을까?
764,5,직장에서 있었던 일만 떠올리면 종일 너무 화가 나.
765,2,결혼이란 무엇일까? 한 사람에 얽매이게 하는 결혼 제도 자체가 불합리한 것 같아.
766,5,선천적으로 심장이 약한 나를 큰 소리로 놀라게 한 친구가 있었어. 생각하니 화가 나.
767,2,회사에서 나의 공로를 인정하지 않아서 슬프고 감정도 삐뚤어질 것 같아.
768,1,오늘 친구가 약속 시각에 또 늦었어. 짜증 나.
769,2,칠십년 살아보니 사람을 믿느니 키우는 개를 믿는 게 낫다는 생각이 들어.
770,5,복도를 지나가는데 내 친구의 발을 어떤 아이가 일부러 걸어 넘어뜨려서 참을 수가 없어.
771,3,언니가 건강이 많이 안 좋아졌어. 그래서 부모님이 시골에 갑자기 내려가재. 근데 나는 입시 준비를 해야 해서 이 상황이 너무 난감해.
772,0,이번 주 금요일에 멋진 콘서트 표가 생겼어. 여자친구랑 같이 가려 했는데 그날 안된다는 거야.
773,1,친구들이 나한테 찾아와서 이런저런 부탁을 많이 해. 그런데 이걸 거절하는 것이 너무 어려워.
774,0,내색을 한 적도 없는데 친구가 생일선물로 내가 가지고 싶어 하던 지갑을 줬어. 너무 기뻐.
775,5,요즘 내 대인관계 때문에 화가나.
776,0,성적이 올랐어.
777,5,어떤 애가 너무 마음에 안 들어서 그 애 식판에 침을 뱉었어. 선생님 귀에 들어갔다는데 혹시 징계받으면 어쩌지?
778,4,얼마전에 딸 때문에 너무 충격을 받았어.
779,4,병원에 있는 동안 내 주식이나 부동산을 믿고 맡길 수 있는 사람이 없어서 괴로워.
780,4,나는 정직하게 실력대로 승진했는데 직장동료들은 내가 비겁한 방법으로 올랐다고 오해해서 억울해.
781,2,오늘 엄마한테 너무 심한 말을 한 거 같아.
782,4,학교에서 선생님께 질문했는데 선생님은 물론이고 친구들도 날 비웃었어.
783,0,우리 딸은 항상 옆에서 나를 먼저 챙겨줘. 딸에게 정말 고마워.
784,4,친구한테 시험 끝나고 잘 봤는지 물어봤는데 못 봤다고 하더니 성적은 나보다 잘 나왔더라고.
785,2,의사가 폐암으로 폐를 절제 해야 한다고 하니 걱정이야.
786,4,애들이 나를 무시해
787,2,회사 이제 못다니겠다. 이렇게 벌어서 어떻게 살겠어.
788,5,아내가 갱년기인지 요즘 병원을 다녀.
789,0,우리학교는 학교폭력이 없어.
790,5,대인관계에 안달이 나.
791,1,우울증은 왜 걸리는 걸까? 아내가 우울증이래.
792,0,작년까지만 해도 공부라고는 절대 하지 않았던 내가 열심히 공부해서 대학교에 합격했어.
793,4,나는 외동아들인데 부모님이 맞벌이하셔서 너무 외로워.
794,0,가족들과 있으면 편안해.
795,5,자식들이 나에게 잘하는 게 유산 때문인 것 같아.
796,1,나 같은 문과생은 이과생보다 취직이 힘든 것 같아 불안하고 힘들어.
797,2,정말 속상하겠어요. 챙겨줬는데 못받았으니까요.
798,4,난 이 년 안에 취업못하면 답없어.
799,3,나이 들면서 당황스러운 경험을 한 적이 있어.
800,0,드디어 마음에 드는 전원주택을 계약했어.
801,5,나는 시키는 대로 했는데 일을 못한다는 소리를 들었어.
802,1,매일 반복되는 회사생활이 너무 힘들어.
803,4,야근을 많이 하는데 돌아오는 게 없네. 남는 건 희생뿐.
804,1,요즘 수명이 길어져서 건강관리를 잘해야 하는데 그동안 너무 몸을 혹사시켰어.
805,5,건강검진을 또 받으러 가야 해.
806,0,친구가 좋은 사람과 연애하는거 같아 다행이야.
807,4,아내에게 배신당했어.
808,1,회사 재정이 좋지 않다고 퇴직금을 반만 준다는 거야.
809,3,이제 갱년기가 오는지 요실금이 너무 걱정되네.
810,4,우리 아들이 전화 와서 나를 엄청 놀라게 했어.
811,3,직장을 못 구해서 걱정이야.
812,0,오늘 아내 생일이야. 식당 예약은 끝났고.
813,3,한심하다
814,0,며느리 덕분에 오랜만에 쇼핑을 했어.
815,4,친구가 별로 없어서 외로워.
816,2,지역할당제로 공기업에 취직했는데 퇴사하고싶어.
817,2,결혼을 일주일 앞두고 파혼했어. 그동안 꿈꿔온 행복한 결혼생활이 다 물거품이 되어서 세상이 망한 것처럼 너무 슬프고 아파.
818,2,청춘을 바쳐 회사를 위해 일했는데 이제 나이 들었다고 나가라고 하네.정말 너무하네.
819,1,오늘도 아침 운동을 하고 왔어. 내가 한번 아파 봐서 조금 그 무서움을 알아.
820,1,어제 임신 사실을 알게 됐어. 아직 계획이 없었던 일이라서 당황스러워.
821,1,아직은 하고 싶은 게 없는데 이런 상황에선 대학에 합격한다 해도 하나도 기쁘지 않을 것 같아.
822,1,매일 야근하다보니 너무 피곤하고 스트레스 받아.
823,3,내가 괴롭히던 친구가 자퇴를 한다고 해서 너무 미안해.
824,0,우리 동아리가 우수 동아리로 백만 원을 받게 되어서 너무 기뻐.
825,1,내가 늦게 아이를 낳아서 이제 사춘기인데 걱정이 많아.
826,2,요즘 일이 너무 고돼.
827,4,근로계약서 없이 구두로 계약 후 근무 중인데 벌써 반 년째 월급이 밀리고 있어서 상처 받았어.
828,0,어릴 때부터 친하게 지낸 삼촌이 있는데 삼촌한테 고민거리를 털어놓을 수 있어서 좋아.
829,5,아이 낳을 때 남편이 병원에 오질 않았어. 어떻게 그럴 수가 있지?
830,4,오늘 친구들한테 카카오톡 단톡방에서 욕을 들었어. 이유를 물어봤는데 내가 그냥 싫대.
831,5,명절에 친척분들을 뵈면 결혼 언제 하냐고 물어볼까봐 짜증나고 스트레스 받아.
832,2,아이가 날 닮아 낯을 너무 가려.
833,2,아버지가 내 성적표를 보시고 화나서 나가셨어. 어떻게 하지?
834,4,친구들과의 사이가 안 좋아.
835,4,친한 친구에게 돈을 빌린 것을 빌미로 협박을 하여 친구의 죄를 대신 누명 썼어.
836,4,결혼하니 나라는 사람은 어느새 없어진 것 같아.
837,3,안면홍조가 점점 심해져 부끄러워서 자꾸 거울 앞에서 내 모습을 가리고 싶어져.
838,1,요즘은 건강하냐고 묻는 게 영 조심스러워.
839,0,그녀도 나와 같은 마음 이었다는 사실을 알게 되자 마음이 편안해 졌어.
840,5,내 친구를 은근슬쩍 따돌리는 애들 때문에 진짜 너무 화가 나.
841,0,나는 나의 선배를 믿을 수 있어.
842,1,약혼자가 갑자기 헤어지자고 말했어. 무척 당혹스럽다.
843,2,나 오늘 엄마한테 언제까지 직장도 없이 용돈이나 받아 쓸 거냐고 잔소리 들어 너무 슬펐어.
844,5,여자친구랑 여행을 갈려고 하는데 여자친구는 자꾸 거절해.
845,3,몇 년 동안 성적이 일정해서 고민이야.
846,0,몸이 안좋아서 건강검진받았는데 결과가 잘 나와서 만족해!
847,1,나는 연애가 뭔지 모르겠어.
848,0,남편은 항상 출근전에 나에게 사랑한다고 말해줘
849,0,이 나이에도 챙겨주는 친구가 있다는게 참 고맙네.
850,5,아내가 건강검진에서 작은 종양이 발견되었는데 너무 마음이 낙심돼.
851,2,가장 믿었던 회사 동료가 뒤에서 내 말을 하고 다녔더라. 진짜 너무 실망이고 속상해. 내가 그렇게 잘해줬는데 겨우 한다는 일이 뒷말이라니. 난 뭘 위해 그렇게 배려하면서 살았을까?
852,3,직장 후배가 너무 한심해.
853,3,드디어 취업할 기회를 얻어서 면접을 봤는데 너무 당황스러웠어.
854,3,학교에서 따돌림을 당하고 있어.
855,3,벌써 고등학생인데 남들보다 공부속도가 많이 떨어져.
856,3,오늘 우리집이 곧 이사를 가게 됐다고 엄마가 알려 주셨어.
857,4,노후 준비로 친구들이랑 계를 했는데 한 달 전부터 계주가 연락이 안 돼.
858,1,아내가 몸이 유독 약해서 내가 밖에서 일하고 와도 집안일까지 하고 있어.
859,3,상사가 너무 한심해. 어떻게 그 연차가 되도록 보고서 작성 하나 못할까?
860,2,큰 충격을 받으셨나봐요. 이 상황을 해결 하기 위해 어떻게 하실 건가요?
861,1,오늘 내시경 검사에서 이상소견이 나와 조직검사를 했어.
862,1,평생을 익숙하게 해왔던 일들이 점점 자신감이 없어지고 실패에 대한 두려움이 앞서고 있어.
863,5,나는 연애는 해도 결혼은 절대 하고 싶지 않아.
864,3,내가 뇌척수막염 때문에 말만 더듬지 않았어도 아내와 말다툼을 할 때마다 항상 이겼을 거야.
865,3,거리에서 아내에게 화가 나서 손찌검을 할 뻔했는데 사람들 때문에 당황스러워서 자리를 피했어.
866,2,나름대로 성실히 직장생활하고 능력도 발휘했다고 생각하는데 몇 년째 승진 못 하고 있어.
867,4,요새 자꾸 우울하게 죽음에 대한 생각이 많아. 그런데 말할 사람이 없어서 외로워.
868,2,오늘 학부모 면담이 있다고 해서 학교를 갔는데 딸이 나를 못 본체 하는데 슬펐어.
869,4,남자친구와 헤어졌어. 언제는 평생 행복하게 해줄 거라더니 정말 나쁜 사람이야.
870,5,반 친구 괴롭히는 소리가 너무 시끄러워서 짜증나.
871,3,나이가 오십세인데 건강이 안 좋아서 고립된 기분이 들어.
872,3,아빠가 친구들에게 농담할 때는 부끄러워.
873,2,오랫동안 친하게 지냈던 친구가 교통사고로 갑자기 죽었어. 시간이 꽤 지나도 기분이 이상해.
874,2,매번 만나주지 않는 친구들 때문에 속상해.
875,3,내가 죽으면 장례식에 와 주는 사람이 있을까?
876,3,도대체 사람들 마음은 알다가도 모르겠어.
877,4,최근에 아이를 낳아서 아무것도 못하고 힘들어.
878,0,남편을 만난건 정말 행운인거 같아.
879,5,중요 프로젝트가 팀 경쟁으로 번졌어. 너무 걱정이야.
880,2,직장에서 프로젝트를 진행하고 있는데 내가 제안하는 건 모두 거절당했어. 믿어지지 않아.
881,5,친구와 같은 회사에 지원했는데 내가 더 이력이 좋았는데도 떨어지고 친구가 되었어. 알고 보니 회사에서 내정된 상태였다고 해. 노력이 수포가 되어서 정말 화가 나고 분해.
882,5,돈이 없어서 당뇨약을 건너뛰었더니 합병증이 올수도 있대. 너무 좌절감이 느껴져.
883,4,오늘 나를 괴롭히는 친구가 숙제를 대신 해오라고 했어. 너무 힘들어.
884,3,친하다고 생각한 직장동료와 사이가 멀어진 것 같아.
885,1,딸이 교우관계로 고민한다고 해서 걱정스러워.
886,3,노후준비를 못한 내가 너무 혐오스러워.
887,1,오늘 친구들과 모임이 있었는데 친구 둘이 싸우는데 정말 민망했어.
888,2,특별한 병이 없는데도 늙고 힘이 없으니까 아무 일도 할 수 없어.
889,3,연금 제도라는 것에 대해서 지금까지 제대로 모르고 있었어.
890,5,심장병이 나빠져 남들이 알까봐 방어적으로 변하고 있어.
891,1,이년동안 병 치료하느라 돈을 많이 썼어. 재정이 안 좋아서 불안해.
892,4,아들이 내가 방문 판매하는 일을 창피하게 생각하는 거 같아.
893,2,요즘 학교에서 반 아이들이 모두 나를 피하고 나의 험담을 해. 내 얘기를 들어주는 사람이 한 명도 없어.
894,5,엄마랑 감정적으로 너무 다투다보니까 이젠 얘기하자고 하면 벌써 싫어져.
895,1,진로를 내가 원하는 거로 바꿀 큰 결심을 하고 조심스럽게 부모님에게 말할 기회를 찾고 있다.
896,0,관절 통증이 줄어 가족들과 여행가기로 해서 기뻐.
897,0,수지는 성격이 특이하지만 내게 관심 많이 가져줘서 좋아.
898,4,건강 상태에 충격받았어.
899,2,아무래도 친구가 나 때문에 화가 많이 났나 봐. 아무리 전화를 해도 받지 않아.
900,4,오늘 어떤 아이가 질투심에 다른 아이를 때렸어.
901,0,얼마만의 우승이냐! 응원하던 프로야구팀이 이번엔 우승까지 했어. 믿을 수 없어!
902,2,오늘 동아리 친구의 실체에 대해 알게 되어 너무 실망스러워.
903,5,약속마다 매번 늦는 친구가 있어. 한두 번도 아니고 맨날 기다리기 싫어.
904,0,고백에 성공했어!
905,1,아빠가 내 중간고사 성적표를 보신 날엔 집에 들어가는 게 무서워.
906,3,가족한테 죄책감이 들어.
907,1,김 씨 할머니가 등산하다가 또 빈혈로 쓰러지지 않도록 물과 약을 챙겨왔어.
908,5,집에 빨리 가서 쉬고 싶은데 회식이 끝날 생각을 안 해. 재미가 없어.
909,5,결혼은 성가신 것 같아.
910,1,은퇴 자금으로 뭘 하는게 좋을까.
911,5,방학이 된다면 적어도 날 괴롭 히는 아이들을 만날일이 없으니 하루라도 빨리 방학이 됐으면 좋겠어.
912,3,친구가 나 기다려주느라 지각한건데 벌점 매겼다고해서 미안해.
913,2,처녀시절부터 담배를 꾸준하게 피웠더니 몸이 너무 안좋아진게 느껴져. 담배를 피우기 시작했던게 너무 후회돼.
914,1,친구가 갑자기 저한테 서운하다고 연락이 왔어. 왜 나보고 연락을 안 하냐고 묻더라고.
915,4,정말 내가 믿었던 두사람한테 이렇게 뒷 통수 맞으니까 진짜 어이없다.
916,5,응. 요즘 너무 힘들어.
917,5,병원도 안가는데 보험으로나가는 돈이 대체 얼마야?
918,2,보험설계사로 일하는데 딸이 이 직업이 부끄럽다고 해서 우울해.
919,0,오늘 와이프 생일인데 깜박했어! 난 죽었다!
920,2,휴. 부모님께 뭐라고 말씀드리지?
921,1,갑자기 명예 퇴직 인사 이동 발표 됐어. 은퇴 준비를 해야 할 꺼 같아.
922,2,생일에 친한 친구한테 연락이 안 와서 실망했어.
923,5,살고 있는 원룸을 재계약해야 하는데 집 주인이 금액을 올리며 맞게 내던지 아니면 나가라고 했어.
924,0,급한 업무가 무사히 마무리 되고 박 과장님이 더 이상 재촉하지 않아서 마음이 편해.
925,1,결혼하면 정말로 삶이 안정적일까?
926,2,아무래도 갱년기인가 봐 별것도 아닌 일에 자꾸 싱숭생숭해지고 내 앞날이 깜깜하고 답답하고 그러네.
927,2,병원에서 위암 진단을 받았어.
928,1,내가 말 하나라도 잘못하는 날에는 친구들이 나를 떠날까봐 불안해.
929,0,그동안 열심히 살았더니 돈 도 꽤 모였어.
930,3,나는 왜 이렇게 건강하지 못해서 돈을 날리는지.
931,0,내 건강 상태는 세계 제일이야.
932,1,나 몇일 뒤에 결혼하는대 너무 걱정이 많아.
933,1,친한 친구가 다짜고짜 나에게 욕을 퍼붓고 전화를 끊었어. 무슨 일인 거지?
934,3,연애 중인데 우리는 차가 없거든. 그래서 데이트하러 갈 때 좀 불편한 점이 있어.
935,2,마흔 넘어서 낳은 자녀에게 너무 실망 했어.
936,2,회사에서 일 하는 게 예전만큼 즐겁지 않아. 슬픈 일이야.
937,0,드디어 여행 계획이 완성되었어. 친구와 함께 갈 생각이야!
938,1,요즘 바빠서 여자 친구를 못 봤는데 어제 보니까 얼굴이 상처투성이가 돼서 나타났어.
939,3,다들 승진을 했는데 나만 못 해서 가족들에게 너무 미안해.
940,4,요즘 죽음에 대해 생각하다보니 고립감을 느껴.
941,2,평생 돈을 모아서 뭘 하겠어.
942,0,아들이 고혈압 치료비로 쓰라고 통장에 돈을 많이 넣어주어 다행이야.
943,3,아내가 말도 없이 친구들과 여행을 갔어.
944,5,이번 달에 부하직원 큰 사고를 쳤어. 수습이 안 돼.
945,1,내가 어떤 고등학교에 가야 할지 확신이 서지 않아서 신중하게 선택을 해야만 하는 상황이야.
946,1,혈당이 많이 내려갔어! 정말 기뻐.
947,1,자영업이 안 된다고는 하지만 최근 들어서는 계속 적자가 나니까 마음이 힘드네.
948,5,남편이 바람 피우는 여자를 내 앞에 데리고 와서는 이혼하자고 했어.
949,1,정신과 약을 받았는데 부작용 때문에 먹어야 할지 말아야 할지 혼란스러워.
950,5,아내가 지어준 보약을 챙겨 먹어야 하는데 귀찮아.
951,5,직장구하는거 너무 스트레스받아.
952,1,내 주변에 있는 사람들 중에는 제대로 된 사람이 없는 것 같아.
953,0,이제 은퇴도 했으니 재정에 목매이지 말고 느긋하게 살래.
954,2,자꾸 뒷머리가 띵하니 아프네.
955,3,몇 번 제대로 만나지도 않은 사람이 나한테 갑자기 사귀자고 해서 당황스러워. 나에 대해 뭘 안다고 사귀자는 걸까?
956,1,업무 때문에 너무 혼란스러워.
957,0,돈 관리 어떻게 해? 투자도 해?
958,4,추석이 다가와서 너무 싫다. 
959,4,아들이 등산 배낭을 챙기길래 나도 함께 가자고 했더니 거절하고 혼자 가 버렸어.
960,1,나는 나이가 많아서 입사에 불리할 것 같아 걱정돼.
961,1,환갑이 넘으니 친구들과 있어도 불안해.
962,4,아빠가 엄마를 처음 때린 걸 본 이후에 그 순간이 아직도 생각나.
963,3,주변 친구들은 모두 결혼하고 출산도 해서 다들 시간이 없대.
964,1,나 친구 때문에 요즘 불안해.
965,0,내 친구는 아주 작은 일에도 성실하게 임하는데 세상에 그만한 사람이 없다고 생각해.
966,0,회사 사람들과 잘 맞는 것도 참 감사한 일인 것 같아.
967,5,이번 추석에 고향에 내려가기 싫어.
968,3,이제 노후준비를 하다보니 혼란스러워.
969,0,매일 먹었던 한약 덕분에 소화불량이었던 체질이 개선되었어.
970,5,남편이 내가 몰래 숨겨놓은 비상금으로 계모임에 넣은걸 알고는 화를 내는데 나도 화가 나고 짜증나.
971,1,친구들과 만났을 때 내 몫의 비용만 냈더니 친구들한테 쪼잔하다는 얘기를 들었어. 너무 당황스러워.
972,5,전화가 자꾸 와서 성가시네.
973,1,요즘 회사 사람들과 잘 지내는 게 힘든 거 같아.
974,5,공부가 내 길이 아니라 공부를 안하는 것 뿐이야.
975,2,내 자식이 나보다 먼저 세상을 떠났다는 소식을 접해서 너무나 슬퍼.
976,2,있는 돈을 다 자식들 대학 보내느라 썼더니 통장에 얼마 남지 않았어. 우울해.
977,2,오랜만에 친구를 만났어.
978,4,부서원 사람들과 대화가 잘 안 돼. 얘기하다가 끊기고.
979,0,이번에 국가에서 나의 질환에 대한 보험 보장을 늘려준대 .
980,5,주말에 회사에서 등산을 간다는데 가기 싫어.
981,4,나는 지금까지 살면서 내 맘대로 못해 본 것이 너무 많아.
982,3,새로 맡은 업무가 익숙하지 않아서 내가 실수했는데 박 과장님까지 부장님께 야단맞았어.
983,5,아내에게 기립성 저혈압이 있어
984,5,다들 나를 따돌려서 어떻게 해도 다른 아이들과 친해질 수 없을 것 같아.
985,4,내 가게에서 같이 일하는 사람들을 우선적으로 신경 쓰고 챙겨줬는데 막상 돌아오는 건 없어.
986,4,같은 반 아이들이 자꾸 불우이웃이라고 놀려.
987,5,아내가 바람을 폈어.
988,0,안녕? 회사에서 좋아하는 사람이 생겼어. 
989,5,내가 언제까지 자식들을 금전적으로 도와줘야 하지? 아직까지도 용돈을 바라는 자식들에 화나.
990,1,친구가 날 소중히 여겨주지 않는 것 같아.
991,2,기억이 가물가물하고 주위에서 내가 같은 이야기를 반복한다고해서 치매 초기 진단을 받았어.
992,0,노인정 박 씨가 관절염에 좋다고 준 약을 챙겨 먹었더니 통증이 사라져서 너무 기뻐!
993,3,옆집 철수는 서울대에 간다는데 우리집 딸은 내신이 엉망이라 걱정이야.
994,2,재정문제로 비통해.
995,1,어제는 집사람과 은퇴 후의 생활에 대해서 계획을 대충 세워봤어. 우리 둘 다 은퇴 후에 생활비는 얼마나 들어갈지에 대해서 말이지.
996,0,요즘 일에 너무 만족하고 있어. 고등학교 선생님이 아니었다면 불가능했을거야.
997,4,친구들은 직장에 다니는데 나만 육아하니까 고립된 기분이야.
998,5,친구랑 이렇게 사이가 멀어질 수도 있구나 싶다!
999,4,내가 마음에 두고 있던 선배가 내 친구를 좋아하고 있다는 사실을 알아버렸어.
1000,3,친구의 보고서를 몰래 배꼈어. 기한을 맞추려면 어쩔 수 없었지만 계속 마음이 불편해.
1001,4,중년이 되니 건강도 예전같지 않고 버려진 느낌이야.
1002,3,딸이 이혼한 뒤 내가 손자를 맡게 되었어. 근데 손자가 나를 창피해하네.
1003,1,돈 상태가 당황스러워.
1004,2,요즘 피부에 탄력이 떨어진 게 눈에 띄네.
1005,1,내 딸이 걱정돼.
1006,3,아내는 한 번이면 알아들을 말을 몇 번씩이나 반복해서 말해서 듣는 사람을 피곤하게 만들어.
1007,5,이제 노인정에 나가도 건강한 사람 하나도 없어.
1008,2,사람들이 과연 나를 사랑해서 고백을 하는걸까요?
1009,4,만성 질환을 앓아서 각종 약을 먹는데 이제 약값을 낼돈이 없어서 강제로 약을 중단했어요
1010,0,반에서 따돌림 당하는 친구가 있어. 어떻게 같은 친구끼리 그럴수가 있지?
1011,5,의사가 가족들에게 몰래 마음의 준비를 해야 한다고 말하는 것을 들었어.
1012,4,나만 직장에서 자꾸만 희생되는 것 같아.
1013,2,나이가 들어도 사람 사귀는건 쉽지가 않아서 우울해.
1014,1,아플 때 누군가 내 곁에 있어 주면 좋겠지만 자식들은 직장생활 하느라 바빠서 불안해.
1015,0,어떻게 하면 아프지 않고 잘 죽을 수 있을까?
1016,5,면접 본 회사에서 어제 탈락했다고 하더니 오늘 나와 달라고 연락이 왔어.
1017,1,지금 남자친구와 결혼을 계획하고 있어. 이 선택이 옳은 선택일까?
1018,1,친구가 생활고에 시달려서 내 자취방에서 함께 지내자고 하는데 너무 불편해.
1019,5,내 젊음도 다 갔지만 마음만은 청춘이야.
1020,5,어버이날인데 어찌 제 엄마만 쓸 수 있는 걸 선물하냐. 대놓고 뭐라 할 수도 없고 정말 섭섭하네.
1021,4,대인관계에서 상처를 너무 많이 받았어요 어떻게 하죠?
1022,3,밖에 나갈 때마다 사람들이 늙은 나를 어떻게 바라볼지 신경이 쓰여.
1023,0,내가 지원한 학교가 모두 불합격이야. 너무 화가 나.
1024,3,직장에서 상사가 계속 업무를 지적해서 스트레스 받아.
1025,3,여자친구한테 어떻게 맞춰주어야 할지 모르겠어.
1026,4,아래 직원들이 능력이 부족해서 진짜 스트레스 받아.
1027,3,남편이 술 마시고 또 늦게 들어왔어.
1028,4,젊은 아가씨가 지나가면서 나에게 거지라고 말하는 것을 들었어. 수치스럽고 화가 나.
1029,3,그 친구가 다른 친구를 괴롭히는 걸 목격했는데 놀라서 아무것도 할 수 없었어.
1030,5,돈도 못 벌어 오면서 가장이랍시고 군림하는 아빠가 너무 싫어.
1031,0,드디어 오늘 프로포즈하고 승낙도 받고 끝이 나 마음이 편해.
1032,2,나이가 들고 병이 들다보니 건강도 나빠지고 죽음이 다가 오니 세상이 나쁘게 보이고 부정적으로 보여.
1033,3,공부를 못하는 사람들이 한심해.
1034,1,은퇴해서 새로운 사업을 하자는 사람이 있는데 그동안 혼자 일했던 터라 동업이 조심스럽네.
1035,3,요즘 밤만 되면 죽고 싶어.
1036,5,내일 간만에 친구를 만나서 놀기로 했어. 기대된다.
1037,5,어제 학교에서 친구들에게 따돌림을 당했어.
1038,1,사람들과 잘 지내려면 어떻게 해야 하는 게 옳을까?
1039,5,쉬는 날 아내가 자꾸 놀러 가자고 해서 성가셔.
1040,3,요즘 들어서 건강에 대해 두렵고 자신이 없어!
1041,4,오래 사귄 친구녀석이 부동산 가격이 올라 큰 돈을 벌었다더군.
1042,5,아내가 나와의 대화에 얼마나 방어적인지 몰라.
1043,1,생각보다 회사 일이 너무 힘든데 더 어려워지기 전에 그만둘까?
1044,0,갑작스런 수술 진행에 큰 돈이 필요했는데 장롱 속에 넣어둔 돈으로 수술을 받을 수 있었어.
1045,1,죽기 전에 미련 없어야 한다는 생각 때문에 매일 마음이 급해.
1046,1,아직까지 건강한데 나이가 들면서도 안아프고 계속 무탈했으면 좋겠어.
1047,5,하루하루 너무 힘이 들어. 학교에서 나를 괴롭히는 친구들이 있어.
1048,1,계속 이렇게 생명을 연장하는 것이 맞는지 회의적이야.
1049,4,기분이 너무 나빠서 울고 싶어
1050,4,내가 주변인들한테 고립됐다는 생각이 들어.
1051,1,흑!   친구가 당하고 있는데 무서워서 도망쳤어.   도와주겠다고 약속했는데.
1052,2,부모님이 이혼하실꺼래. 우울해.
1053,5,요즘들어서 부모님이랑 싸우는 일이 많아졌어. 나는 그런 의도로 말한 것이 아닌데 자꾸 말싸움을 하게되어서 너무 짜증나.
1054,1,아픈 남편을 보다 남편이 없을 때를 상상하면 가슴이 철렁해.
1055,4,친구한테 돈 좀 빌리려니까 핑계대면서 안 된다네. 믿는 친구였는데 마음에 상처가 돼.
1056,5,얼마 전에 인터넷에서 건강에 좋은 영양제가 있다고 해서 샀는데 유사 제품보다 열 배가 비싸네. 너무한 것 같아.
1057,0,이제야 어떻게 공부해야 할지 좀 알 것 같아.
1058,1,나는 결혼에 회의적이야.
1059,2,종종 그럴때가 있어요. 무슨 일이 있으셨나요?
1060,0,어제 건강검진을 받았는데 그 전에 있던 질환이 좀 나아졌다는구나. 이제 은퇴도 얼마 안남았고 하니 남은 인생은 편안하게 주변사람들 챙기며 살고싶다. 어떻게 생각해?
1061,3,회사 사장이 너무 싫은데 그 앞에서는 웃으면서 있어야 한다는 게 정말 싫다.
1062,3,오늘 부모님이 크게 싸우셨어.
1063,5,내 동료가 나한테 악의적인 감정이 있는 것 같아.
1064,4,여자친구가 연락이 되지 않아 슬퍼.
1065,2,걔네가 시키는 대로 하는 것도 지쳐. 이젠 그냥 다 끝나기만을 기다리는 상황이야
